"nanyangSiteId","siteNameZh","siteNameAlt1","latitude","longitude"
"fm-wf-143","客屬公會","K'o-shu kung-hui, Landsmannschaft of Hakka people",,
"fm-wf-144",,"memorial for those killed during the Japanese occupation, 1941-5",3.488296,102.348456
"fm-wf-145","瓊州會館","Ch'iung-chou hui-kuan, Landsmannschaft of Hainan people",3.480838,102.347137
"fm-wf-146","伯公廟, 列聖宮","Po-kung miao, Lieh sheng kung",3.488307,103.394805
"fm-wf-147",,"Cemetery in front of Po-kung miao",,
"fm-wf-148","瓊州會館","Ch'iung-chou hui-kuan, Landsmannschaft of people from Hainan ",,
"fm-wf-149","廣肇會館","Kuang Chao hui-kuan, Landsmannschaft of people from Kuang-chou and Chao-ch'ing prefectures",,
"fm-wf-150","觀音堂","Kuan-yin t'ang, Kuan-yin Temple",3.487811,103.39667
"fm-wf-151",,"Cemeteries",3.800458,101.880438
"fm-wf-152","天后宮","T'ien-hou kung, temple of the Queen of Heaven",3.453941,102.418712
"fm-wf-153","廣西會館","Kuang-hsi hui-kuan, Landsmannschaft of people from Kuangsi province",3.485996,102.35032
"fm-wf-154","海珠嶼大伯公廟","Hai-chu-yü Ta-po-kung miao",5.463811,100.307452
"fm-wf-155","廣福宮, 觀音亭","Kuang-fu kung, Kuan-yin t'ing, Pitt Street Chinese Temple",5.419219,100.339261
"fm-wf-156","大伯公福德祠","Ta-po kung Fu-te tz'u",5.41808,100.339933
"fm-wf-157","水美宮","Shui-mei kung",5.439653,100.306742
"fm-wf-158","鳳山寺","Feng-shan ssu",5.407141,100.336206
"fm-wf-159","開山王廟","K'ai-shan wang miao",5.390088,100.314139
"fm-wf-160","胡靖古廟","Hu Ching ku miao",5.419667,100.335833
"fm-wf-161","清雲巖, 蛇廟, 青龍廟","Ch'ing-yün yen, She-miao, Snake Temple, Ch'ing-lung miao",5.314256,100.285586
"fm-wf-162","魯班古廟","Lu Pan ku-miao, temple of Lu Pan",5.419324,100.336378
"fm-wf-163","大生佛堂","Ta-sheng fo-t'ang",5.41713,100.322499
"fm-wf-164","福壽宮","Fu-shou kung, Temple of Happiness and Long Life",5.429807,100.313444
"fm-wf-165","城隍廟","Ch'eng-huang miao, temple of the City God",5.406323,100.328947
"fm-wf-166","劉關張趙廟","Liu Kuan Chang Chao miao, ancestral temple of all with the family names Liu, Kuan, Chang, Chao",5.416937,100.339282
"fm-wf-167","清觀寺","Ch'ing-kuan ssu",5.383033,100.26202
"fm-wf-168","大圓佛堂","Ta-yüan fo-t'ang",5.417162,100.322478
"fm-wf-169","清龍宮","Ch'ing-lung kung",5.38676,100.311172
"fm-wf-170","極樂寺","Memorial for those killed during the Japanese occupation, 1941-5",5.399994,100.273674
"fm-wf-171","寶珠社","Poa-chu she",5.417618,100.339658
"fm-wf-172","天公壇","T'ien-kung t'an",5.409651,100.277443
"fm-wf-173","觀音寺, 蓮花閣","Kuan-yin ssu, Lien-hua ko, Lotos-Pavilion",5.418916,100.328093
"fm-wf-174","寶譽堂","Pao-yü t'ang",5.427928,100.314618
"fm-wf-175","慈濟宮","Tz'u-chi kung",5.415367,100.337107
"fm-wf-176","廣東暨汀州義山","Kuang-tung chi T'ing-chou i-shan, cemetery for Kuangtung and T'ing-chou Prefecture of Fukien",5.441643,100.297337
"fm-wf-177","福建義山","Fukien Cemeteries",5.439108,100.302074
"fm-wf-178","謝氏家塚","Hsieh-shih chia-chung, cemetery of the Hsieh lineage",5.415273,100.338265
"fm-wf-179","邱氏公塚","Ch'iu-shih kung-chung, cemetery of the Ch'iu lineage",5.414611,100.337404
"fm-wf-180","三江公塚","San-chiang kung-chung, cemetery of people originating from all parts of China other than Fukien, Kuang tung, and Kuangsi",,
"fm-wf-181",,"Memorial site for those Chinese citizens of Penang who lost their lives in China in the war against the Japanese, and who were killed by the Japanese occupation forces in Penang or elsewhere in Malaysia",5.405911,100.282754
"fm-wf-182","嘉應會館","Chia-ying hui-kuan, Hakka Landsmannschaft of Chia-ying chou",5.418898,100.340283
"fm-wf-183","潮州會館","Ch'ao-chou hui-kuan, Ch'ao-chou Landsmannschaft",5.416656,100.338219
"fm-wf-184","瓊州會館","Ch'iung-chou hui-kuan, Hainan-Landsmannschaft of Ch'iung-chou",5.420381,100.334607
"fm-wf-185","平章會館, 平章公館, 華人大會堂","P'ing-chang hui-kuan, P'ing-chang kung-kuan, Hua-jen ta-hui-t'ang, Chinese Town Hall",5.418867,100.338846
"fm-wf-186","寧陽會館,甯陽舘","Ning-yang hui-kuan, Landsmannschaft of people from Ning-yang county, i.e. Hsin-ning 新寧 (later T'aishan 台山) , Kuang-chou Prefecture, Ning-yang kuan",5.418331,100.339977
"fm-wf-187","五福書院","Wu-fu shu-yüan",5.419063,100.334983
"fm-wf-188","南海會館","Nan-hai hui-kuan, Landsmannschaft of people from Nan-hai County, Kuang-chou Prefecture",5.419427,100.333657
"fm-wf-189","香山/中山會館","Hsiang-shan or Chung-shan hui-kuan, Landsmannschaft of people from Hsiang-shan county, Kuang-chou prefecture",5.418608,100.340167
"fm-wf-190","增龍會館","Tseng-lung hui-kuan, Landsmannschaft of people from Tseng-ch'eng and Lung-men counties, Kuang-chou Prefecture, mainly Hakka",5.419202,100.340448
"fm-wf-191","廣東暨汀州會館","Kuang-tung chi T'ing-chou hui-kuan, Landsmannschaft of people from Kuangtung province and from T'ing-chou prefecture, Fukien",5.418284,100.340672
"fm-wf-192","惠安公會","Hui-an kung-hui, Landsmannschaft of people from Hui-an county, Ch'uan-chou prefecture",5.412367,100.331829
"fm-wf-193","大埔同鄉會","Ta-p'u t'ung-hsiang-hui, Hakka Landsmannschaft of people from Ta-p'u county, Ch'ao-chou prefecture",5.419206,100.323263
"fm-wf-194","龍巖會館","Lung-yen hui-kuan, Landsmannschaft of people originating from former independent department of Lung-yen (chou), Fukien",5.413296,100.33538
"fm-wf-195","永定同鄉會","Yung-ting t'ung-hsiang-hui, Landsmannschaft of people originating from Yung-ting county, T'ing-chou prefecture, Fukien",,
"fm-wf-196","晉江會館","Chin-chiang hui-kuan, Landsmannschaft of people from Chin-Chiang county, forming the prefectural city of Ch'üan-chou, Fukien","5.415985
","100.325491
"
"fm-wf-197","客屬公會","K'o-shu kung-hui, Landsmannschaft of all Hakka people",5.418075,100.328787
"fm-wf-198","同安金厦公會","T'ung-an Chin Hsia kung-kui (Tong Aun Kim Har Association), Landsmannschaft of people originating from T'uang-an county, Quemoy, and Amoy, Fukien",5.413185,100.335522
"fm-wf-199","龍山堂","Lung-shan t'ang (Leong San Tong), ancestral temple of the Hsin-chiang 新江 (Hai-ch'eng county, Chang-chou prefecture) lineage of the Ch'iu 邱 (Khoo) clan of Southern Fukien",5.414598,100.337252
"fm-wf-200","謝氏宗祠","Hsieh-shih tsung-tz'u, ancestral temple of the Shih-t'ang 石塘 (Hai-ch'eng county, third tu) lineage of the Hsieh clan",5.425402,100.317314
"fm-wf-201","林氏宗祠","Lin-shih tsung-tz'u, ancestral temple of all people with the surname Lin",5.411621,100.331149
"fm-wf-202","辛柯蔡宗祠","Hsin Ko Ts'ai tsung-tz'u, ancestral temple of the Hsin, Ko, and Ts'ai lineages",5.429435,100.313184
"fm-wf-203","陳氏宗祠","Ch'en-shih tsung-tz'u, main ancestral temple of the Ch'en lineage",5.418146,100.339381
"fm-wf-204","伍氏家廟","Wu-shih chia-miao, ancestral temple of the Wu lineage",5.418278,100.339887
"fm-wf-205","梅氏宗祠, 家廟","Mei-shih tsung-tz'u, Mei-shih chia-miao, ancestral temple of the Mei lineage from T'ai-shan county",5.4184,100.339851
"fm-wf-206","慎之學塾","Shen-chih hsüeh-shu, ancestral hall of Cheng Ching-kuei 鄭景貴 and his family",5.418801,100.334918
"fm-wf-207","楊氏宗祠","Yang-shih tsung-tz'u, ancestral temple of the Hsia-yang 霞陽 lineage of the Yang (Yeoh) clan",5.415988,100.340455
"fm-wf-208","王氏宗祠, 太原堂","Wang-shih tsung-tz'u, ancestral temple of all people with the surname Wang, T'ai-yuan t'ang",5.415353,100.328658
"fm-wf-209","葉氏宗祠","Yeh-shih tsung-tz'u, ancestral temple of the Yeh lineage from Nan-an county, Ch'üan-chou prefecture",5.415583,100.336841
"fm-wf-210","許氏宗祠, 高陽堂","Hsü-shih tsung-tu'z or Kao-yang t'ang, ancestral temple of all people with the surname Hsü",5.418329,100.328617
"fm-wf-211","六桂堂","Liu-kuei t'ang, united ancestral temple of all families with the surname Huang 洪, Chiang 江, Weng 翁, Fang 方, Kung 龔, and Wang 汪",5.421025,100.321272
"fm-wf-212","駱氏同宗社","Lo-shih t'ung-tsung she, the ancestral temple of the Lo",5.42091,100.318917
"fm-wf-213","台山學校","T'ai-shan hsüeh-hsiao, Tai-shan School",,
"fm-wf-214","王氏學校","Wang-shih hsüeh-hsiao, school of Wang lineage",,
"fm-wf-215","中華學校","Chung-hua hsüeh-hsiao, Chung-hua School",5.390708,100.300778
"fm-wf-216","鍾靈中學","Chung-ling chung-hsüeh, Chung-ling High School",5.404692,100.294556
"fm-wf-217","菩提學院","P'u-t'i hsüeh-yüan",5.343096,100.296612
"fm-wf-218","伯公廟","Po-kung miao",5.364083,100.460686
"fm-wf-219","聖古廟","Sheng-ku miao",5.385866,100.474514
"fm-wf-220","韓江公會","Han-chiang kung-hui, Hung Kung Association/Landsmannschaft of people from Ch'ao-chou prefecture",5.362932,100.462666
"fm-wf-221","靈應社","Ling-ying she",5.44162,100.387615
"fm-wf-222","廣德宮","Kuang-te kung",5.410284,100.404986
"fm-wf-223","天福宮","T‘ien-fu kung",5.444455,100.380633
"fm-wf-224","地藏庵","Ti-tsang an",5.427605,100.37852
"fm-wf-225","育僑學校","Yü-ch'iao hsüeh-hsiao",5.350742,100.458667
"fm-wf-226","福德祠, 高興宮, 廣福宮","Fu-te tz'u, Kao-hsing kung, Kuang-fu kung",5.162598,100.474505
"fm-wf-227","紀家大屋","Chi-chia ta-wu, residence and ancestral temple of the Chi (Kee) family from Ch'eng-hai county, Ch'ao-chou prefecture",,
"fm-wf-228","水月宫, 觀音廟","Shuei-yüeh kung, Kuan-yin miao",4.59852,101.079435
"fm-wf-229","垻羅古廟, 大伯公廟","Pa-lo ku-miao, Ta-po-kung miao",4.593318,101.078745
"fm-wf-230","福建義山","Fu-chien i-shan, Fukien cemetery",4.504652,101.141928
"fm-wf-231",,"marble memorial fountain for E.W. Birch",,
"fm-wf-232","嘉應會館","Chia-ying hui-kuan, Hakka Landsmannschaft of Chia-ying",4.595665,101.076943
"fm-wf-233","東安會館","Tung An hui-kuan, Landsmannschaft of people from Tung-kuan and Hsin-an counties, Kuang-chou prefecture",4.594376,101.085867
"fm-wf-234","興安会馆","Hsing-an hui-kuan, Landsmannschaft of people from Hsing-hua prefecture made up of two counties P'u-t'ien and Hsien-yu",4.597016,101.086276
"fm-wf-235","聖古廟","Sheng-ku miao",5.010022,100.537129
"fm-wf-236","金寶古廟","Chin-pao ku-miao",4.313108,101.153238
"fm-wf-237","福建公會","Fu-chien kung-hui, Fukien Landsmannschaft",4.315567,101.153085
"fm-wf-238","昭惠廟","Chao-hui miao",4.773289,100.924703
"fm-wf-239","福建義山","Fu-chien i-shan, Fukien cemetery",4.327579,101.156762
"fm-wf-240","綏靖伯廟","Sui-ching po miao, temple of Sui-ching po",4.819567,100.671983
"fm-wf-241","昭應祠, 蕃神廟","Chao-ying tz'u, Fan-shen miao, 'Temple of the Foreign Deity'",4.228172,100.574278
"fm-wf-242",,"Pinang Kechil cemetery",,
"fm-wf-243","觀音廟","Kuan-yin miao, Kuan-yin Temple",,
"fm-wf-244",,"Chinese cemetery",4.19968,100.679654
"fm-wf-245","廣福義塚","Kuang Fu i-chung, cemetery for people from Kuangtung and Fukien",4.802747,101.099727
"fm-wf-246","粵東古廟, 三王殿","Yüeh-tung ku-miao, San-wang tien",4.890836,100.731599
"fm-wf-247","嶺南古廟","Ling-nan ku-miao",4.86235,100.747139
"fm-wf-248","鳳山寺","Feng-shan ssu",4.83663,100.730577
"fm-wf-249","何仙姑廟","Ho-hsien-ku miao, temple for Ho, the Immortal Girl",4.853149,100.744022
"fm-wf-250","大善佛堂","Ta-shan fo-t'ang",4.837551,100.730775
"fm-wf-251","古武廟","Ku-wu miao",4.843692,100.748791
"fm-wf-252","明山佛堂","Ming-shan fo-t'ang",,
"fm-wf-253","福德祠, 大伯公廟","Fu-te tz'u, Ta-po kung miao",4.877071,100.743989
"fm-wf-254","和善堂","Ho-shan t'ang, Ho-shan fo t'ang",4.848449,100.735914
"fm-wf-255","檺林宫","Kao-lin kung",4.842596,100.730531
"fm-wf-256","劉，關，張，趙義塚","Chi-chia ta-wu, residence and ancestral temple of the Chi (Kee) family from Ch'eng-hai county, Ch'ao-chou prefecture",,
"fm-wf-257","二王山義山","An ancient cemetery at the foot of Governor Hill 二王山",,
"fm-wf-258","廣東義山","Kuang-tung i-shan",4.830461,100.755036
"fm-wf-259","福建義山","Fu-chien i-shan, Fukien cemetery",4.840389,100.753212
"fm-wf-260",,"grave of those Chinese killed during the time of the Japanese coccupation",4.830759,100.749338
"fm-wf-261","瓊州會館","Ch'iung-chou hui-kuan, Hainan Landsmannschaft",4.850256,100.744457
"fm-wf-262","增龍會館","Tseng-lung hui-kuan, Landsmannschaft of people from Tseng-ch'eng and Lung-men counties of Kuang-chou prefecture",4.850965,100.738837
"fm-wf-263","廣東會館","Kuang-tung hui-kuan, Landsmannschaft of people from Kuang-tung province",4.85329,100.743752
"fm-wf-264","順德會館","Shun-te hui-kuan, Landsmannschaft of people from Shun-te county Kuang-chou prefecture",4.853254,100.743074
"fm-wf-265","清遠會館","Ch'ing-yüan hui-kuan, Landsmannschaft of people from Ch'ing-yüan county, Kuang-chou prefecture",4.853995,100.74291
"fm-wf-266","惠州會館","Hui-chou hui-kuan, Landsmannschaft of people from Hui-chou prefecture",,
"fm-wf-267","福建會館","Fu-chien hui-kuan, Landsmannschaft of Fukien people",4.848396,100.735147
"fm-wf-268","(古)岡州會館"," (Ku) Kang-chou hui-kuan, Landsmannschaft of people originating from ancient Kang-chou",4.849924,100.744006
